driver_id,driver_lat,driver_lng,driver_status,timestamp
44,10.72568,106.69506,offline,2025-12-26 22:25:56
45,10.75301,106.77449,no_available,2025-12-26 22:25:56
46,10.89287,106.78578,offline,2025-12-26 22:25:56
47,10.84259,106.6798,on_trip,2025-12-26 22:25:56
48,10.78762,106.70352,available,2025-12-26 22:25:56
49,10.74958,106.61281,available,2025-12-26 22:25:56
50,10.81766,106.64602,offline,2025-12-26 22:25:56
51,10.70144,106.74157,available,2025-12-26 22:25:56
52,10.74579,106.78108,on_trip,2025-12-26 22:25:56
53,10.71417,106.6476,no_available,2025-12-26 22:25:56
54,10.74285,106.62646,no_available,2025-12-26 22:25:56
55,10.7486,106.69459,no_available,2025-12-26 22:25:56
56,10.73808,106.61939,no_available,2025-12-26 22:25:56
57,10.77086,106.68222,available,2025-12-26 22:25:56
58,10.83467,106.79683,available,2025-12-26 22:25:56
59,10.71212,106.74564,available,2025-12-26 22:25:56
60,10.74973,106.63804,no_available,2025-12-26 22:25:56
61,10.72804,106.6367,no_available,2025-12-26 22:25:56
62,10.74996,106.78465,no_available,2025-12-26 22:25:56
63,10.8616,106.77119,available,2025-12-26 22:25:56
64,10.71012,106.79986,available,2025-12-26 22:25:56
65,10.8938,106.78527,offline,2025-12-26 22:25:56
66,10.73326,106.69713,offline,2025-12-26 22:25:56
67,10.87293,106.78049,offline,2025-12-26 22:25:56
68,10.77579,106.79706,on_trip,2025-12-26 22:25:56
69,10.8853,106.75703,on_trip,2025-12-26 22:25:56
70,10.7846,106.79146,no_available,2025-12-26 22:25:56
71,10.73096,106.65934,available,2025-12-26 22:25:56
72,10.81584,106.70844,on_trip,2025-12-26 22:25:56
73,10.71143,106.71684,offline,2025-12-26 22:25:56
74,10.71138,106.70157,offline,2025-12-26 22:25:56
75,10.7137,106.61359,offline,2025-12-26 22:25:56
76,10.78076,106.78832,offline,2025-12-26 22:25:56
77,10.81578,106.60795,available,2025-12-26 22:25:56
78,10.78384,106.71673,on_trip,2025-12-26 22:25:56
79,10.88694,106.64085,on_trip,2025-12-26 22:25:56
80,10.74774,106.67916,on_trip,2025-12-26 22:25:56
81,10.79144,106.7858,available,2025-12-26 22:25:56
82,10.70186,106.72423,available,2025-12-26 22:25:56
83,10.71465,106.64263,on_trip,2025-12-26 22:25:56
84,10.72649,106.6698,available,2025-12-26 22:25:56
85,10.87585,106.67391,offline,2025-12-26 22:25:56
86,10.78764,106.70864,on_trip,2025-12-26 22:25:56
87,10.82234,106.79745,available,2025-12-26 22:25:56
88,10.83357,106.71092,available,2025-12-26 22:25:56
89,10.88779,106.62686,available,2025-12-26 22:25:56
90,10.87794,106.74848,offline,2025-12-26 22:25:56
91,10.75447,106.72097,on_trip,2025-12-26 22:25:56
92,10.74072,106.72685,on_trip,2025-12-26 22:25:56
93,10.80108,106.65022,available,2025-12-26 22:25:56
94,10.71846,106.68472,on_trip,2025-12-26 22:25:56
95,10.70882,106.66671,offline,2025-12-26 22:25:56
96,10.82742,106.65239,no_available,2025-12-26 22:25:56
97,10.81034,106.68554,available,2025-12-26 22:25:56
98,10.72237,106.78901,offline,2025-12-26 22:25:56
99,10.80912,106.76692,offline,2025-12-26 22:25:56
100,10.78596,106.60837,on_trip,2025-12-26 22:25:56
101,10.8798,106.75922,available,2025-12-26 22:25:56
102,10.87978,106.64202,offline,2025-12-26 22:25:56
103,10.83339,106.67074,no_available,2025-12-26 22:25:56
104,10.89477,106.7499,offline,2025-12-26 22:25:56
105,10.87292,106.79524,offline,2025-12-26 22:25:56
106,10.87628,106.60496,on_trip,2025-12-26 22:25:56
107,10.85648,106.68234,offline,2025-12-26 22:25:56
108,10.75336,106.75747,available,2025-12-26 22:25:56
109,10.77651,106.60774,no_available,2025-12-26 22:25:56
110,10.74449,106.76332,no_available,2025-12-26 22:25:56
111,10.76993,106.76411,offline,2025-12-26 22:25:56
112,10.74458,106.73201,no_available,2025-12-26 22:25:56
113,10.76565,106.77287,on_trip,2025-12-26 22:25:56
114,10.77023,106.70188,on_trip,2025-12-26 22:25:56
115,10.88785,106.62307,on_trip,2025-12-26 22:25:56
116,10.73571,106.79251,on_trip,2025-12-26 22:25:56
117,10.70765,106.71931,on_trip,2025-12-26 22:25:56
118,10.84571,106.66274,available,2025-12-26 22:25:56
119,10.77704,106.71532,on_trip,2025-12-26 22:25:56
120,10.70888,106.68721,offline,2025-12-26 22:25:56
121,10.77284,106.61399,on_trip,2025-12-26 22:25:56
122,10.82463,106.73268,available,2025-12-26 22:25:56
123,10.84395,106.66006,on_trip,2025-12-26 22:25:56
124,10.83338,106.66524,on_trip,2025-12-26 22:25:56
125,10.81088,106.63837,no_available,2025-12-26 22:25:56
126,10.83546,106.78056,on_trip,2025-12-26 22:25:56
127,10.78122,106.76675,on_trip,2025-12-26 22:25:56
128,10.75738,106.68598,on_trip,2025-12-26 22:25:56
129,10.793,106.68843,offline,2025-12-26 22:25:56
130,10.80223,106.75875,offline,2025-12-26 22:25:56
131,10.83177,106.65676,on_trip,2025-12-26 22:25:56
132,10.71868,106.7904,offline,2025-12-26 22:25:56
133,10.83456,106.64493,offline,2025-12-26 22:25:56
134,10.72947,106.60924,no_available,2025-12-26 22:25:56
135,10.82225,106.7537,no_available,2025-12-26 22:25:56
136,10.78289,106.72595,offline,2025-12-26 22:25:56
137,10.84367,106.6768,no_available,2025-12-26 22:25:56
138,10.7488,106.73121,available,2025-12-26 22:25:56
139,10.87853,106.77209,available,2025-12-26 22:25:56
140,10.85568,106.64377,no_available,2025-12-26 22:25:56
141,10.71004,106.64984,available,2025-12-26 22:25:56
142,10.79129,106.76028,on_trip,2025-12-26 22:25:56
143,10.89001,106.77829,no_available,2025-12-26 22:25:56
144,10.86611,106.70957,offline,2025-12-26 22:25:56
145,10.84873,106.69493,on_trip,2025-12-26 22:25:56
146,10.85036,106.76797,on_trip,2025-12-26 22:25:56
147,10.85316,106.70426,offline,2025-12-26 22:25:56
148,10.75492,106.6155,on_trip,2025-12-26 22:25:56
149,10.7469,106.66717,available,2025-12-26 22:25:56
150,10.72767,106.64625,offline,2025-12-26 22:25:56
151,10.84128,106.61285,no_available,2025-12-26 22:25:56
152,10.76618,106.69318,available,2025-12-26 22:25:56
153,10.74137,106.68403,available,2025-12-26 22:25:56
154,10.87135,106.75312,no_available,2025-12-26 22:25:56
155,10.7954,106.78855,on_trip,2025-12-26 22:25:56
156,10.8507,106.77069,no_available,2025-12-26 22:25:56
157,10.80764,106.74693,offline,2025-12-26 22:25:56
158,10.79765,106.65459,no_available,2025-12-26 22:25:56
159,10.7058,106.66723,no_available,2025-12-26 22:25:56
160,10.84484,106.7681,offline,2025-12-26 22:25:56
161,10.89614,106.70682,no_available,2025-12-26 22:25:56
162,10.81838,106.7326,available,2025-12-26 22:25:56
163,10.82855,106.62714,no_available,2025-12-26 22:25:56
164,10.73635,106.65203,on_trip,2025-12-26 22:25:56
165,10.74233,106.66537,no_available,2025-12-26 22:25:56
166,10.75565,106.79024,no_available,2025-12-26 22:25:56
167,10.75045,106.61638,available,2025-12-26 22:25:56
168,10.8498,106.61042,on_trip,2025-12-26 22:25:56
169,10.74484,106.61372,available,2025-12-26 22:25:56
170,10.85085,106.78992,offline,2025-12-26 22:25:56
171,10.86785,106.72427,offline,2025-12-26 22:25:56
172,10.72524,106.73389,offline,2025-12-26 22:25:56
173,10.79301,106.65125,on_trip,2025-12-26 22:25:56
174,10.73356,106.72145,available,2025-12-26 22:25:56
175,10.85556,106.63275,on_trip,2025-12-26 22:25:56
176,10.72162,106.60514,on_trip,2025-12-26 22:25:56
177,10.81516,106.78161,no_available,2025-12-26 22:25:56
178,10.77933,106.743,available,2025-12-26 22:25:56
179,10.81842,106.76611,offline,2025-12-26 22:25:56
180,10.72038,106.7545,available,2025-12-26 22:25:56
181,10.85925,106.71319,available,2025-12-26 22:25:56
182,10.76944,106.68568,on_trip,2025-12-26 22:25:56
183,10.71379,106.72951,available,2025-12-26 22:25:56
184,10.86992,106.76447,available,2025-12-26 22:25:56
185,10.7867,106.67244,no_available,2025-12-26 22:25:56
186,10.84146,106.6871,on_trip,2025-12-26 22:25:56
187,10.82318,106.78392,no_available,2025-12-26 22:25:56
188,10.79297,106.76515,on_trip,2025-12-26 22:25:56
189,10.76446,106.6491,available,2025-12-26 22:25:56
190,10.75579,106.69016,no_available,2025-12-26 22:25:56
191,10.81397,106.73364,on_trip,2025-12-26 22:25:56
192,10.70574,106.77019,offline,2025-12-26 22:25:56
193,10.79751,106.67096,on_trip,2025-12-26 22:25:56
194,10.76807,106.77606,on_trip,2025-12-26 22:25:56
195,10.81116,106.70333,offline,2025-12-26 22:25:56
196,10.71712,106.74401,no_available,2025-12-26 22:25:56
197,10.81104,106.64806,no_available,2025-12-26 22:25:56
198,10.82918,106.69816,available,2025-12-26 22:25:56
199,10.71861,106.64432,offline,2025-12-26 22:25:56
200,10.76124,106.71631,no_available,2025-12-26 22:25:56
201,10.81069,106.66875,on_trip,2025-12-26 22:25:56
202,10.77036,106.69075,on_trip,2025-12-26 22:25:56
203,10.75028,106.62413,offline,2025-12-26 22:25:56
204,10.76311,106.74858,offline,2025-12-26 22:25:56
205,10.73831,106.74772,on_trip,2025-12-26 22:25:56
206,10.84492,106.79532,on_trip,2025-12-26 22:25:56
207,10.8961,106.76653,on_trip,2025-12-26 22:25:56
208,10.7455,106.63589,available,2025-12-26 22:25:56
209,10.8416,106.62532,available,2025-12-26 22:25:56
210,10.89486,106.71067,offline,2025-12-26 22:25:56
211,10.82757,106.75056,available,2025-12-26 22:25:56
212,10.87454,106.71481,no_available,2025-12-26 22:25:56
213,10.79574,106.66814,available,2025-12-26 22:25:56
214,10.7505,106.77234,available,2025-12-26 22:25:56
215,10.86442,106.68014,available,2025-12-26 22:25:56
216,10.8154,106.73729,offline,2025-12-26 22:25:56
217,10.72984,106.71257,on_trip,2025-12-26 22:25:56
218,10.71704,106.64964,no_available,2025-12-26 22:25:56
219,10.82126,106.75815,offline,2025-12-26 22:25:56
220,10.85514,106.67608,no_available,2025-12-26 22:25:56
221,10.75947,106.71771,no_available,2025-12-26 22:25:56
222,10.76108,106.72421,available,2025-12-26 22:25:56
223,10.88952,106.64156,offline,2025-12-26 22:25:56
224,10.75293,106.61624,offline,2025-12-26 22:25:56
225,10.73476,106.61501,available,2025-12-26 22:25:56
226,10.7817,106.73787,no_available,2025-12-26 22:25:56
227,10.75825,106.6463,on_trip,2025-12-26 22:25:56
228,10.8406,106.69081,offline,2025-12-26 22:25:56
229,10.88478,106.75757,offline,2025-12-26 22:25:56
230,10.78503,106.70891,offline,2025-12-26 22:25:56
231,10.88168,106.76533,available,2025-12-26 22:25:56
232,10.71193,106.75853,on_trip,2025-12-26 22:25:56
233,10.78783,106.69374,on_trip,2025-12-26 22:25:56
234,10.83995,106.78854,no_available,2025-12-26 22:25:56
235,10.78755,106.71961,no_available,2025-12-26 22:25:56
236,10.84691,106.72074,available,2025-12-26 22:25:56
237,10.71827,106.79238,available,2025-12-26 22:25:56
238,10.89991,106.73446,on_trip,2025-12-26 22:25:56
239,10.81525,106.75262,offline,2025-12-26 22:25:56
240,10.7941,106.7303,on_trip,2025-12-26 22:25:56
241,10.7363,106.71707,no_available,2025-12-26 22:25:56
242,10.89381,106.694,no_available,2025-12-26 22:25:56
243,10.76666,106.73403,offline,2025-12-26 22:25:56
244,10.76596,106.73873,on_trip,2025-12-26 22:25:56
245,10.83252,106.68009,available,2025-12-26 22:25:56
246,10.79097,106.6629,on_trip,2025-12-26 22:25:56
247,10.72318,106.75451,available,2025-12-26 22:25:56
248,10.83153,106.70852,no_available,2025-12-26 22:25:56
249,10.71084,106.70369,no_available,2025-12-26 22:25:56
250,10.82508,106.752,offline,2025-12-26 22:25:56
251,10.75341,106.6262,on_trip,2025-12-26 22:25:56
252,10.78762,106.73965,available,2025-12-26 22:25:56
253,10.70577,106.726,offline,2025-12-26 22:25:56
254,10.84196,106.66215,available,2025-12-26 22:25:56
255,10.81045,106.61864,available,2025-12-26 22:25:56
256,10.79229,106.62349,offline,2025-12-26 22:25:56
257,10.79968,106.74332,on_trip,2025-12-26 22:25:56
258,10.7831,106.6965,no_available,2025-12-26 22:25:56
259,10.74875,106.71025,no_available,2025-12-26 22:25:56
260,10.73812,106.71988,offline,2025-12-26 22:25:56
261,10.87281,106.65525,no_available,2025-12-26 22:25:56
262,10.76798,106.75754,on_trip,2025-12-26 22:25:56
263,10.86411,106.65657,on_trip,2025-12-26 22:25:56
264,10.8675,106.71598,no_available,2025-12-26 22:25:56
265,10.87305,106.68931,no_available,2025-12-26 22:25:56
266,10.76902,106.71038,no_available,2025-12-26 22:25:56
267,10.79107,106.66436,offline,2025-12-26 22:25:56
268,10.89615,106.64776,no_available,2025-12-26 22:25:56
269,10.74671,106.75511,available,2025-12-26 22:25:56
270,10.76364,106.6946,no_available,2025-12-26 22:25:56
271,10.77722,106.73274,offline,2025-12-26 22:25:56
272,10.79907,106.6074,on_trip,2025-12-26 22:25:56
273,10.87394,106.77484,no_available,2025-12-26 22:25:56
274,10.71994,106.78209,available,2025-12-26 22:25:56
275,10.84449,106.682,offline,2025-12-26 22:25:56
276,10.71497,106.75631,on_trip,2025-12-26 22:25:56
277,10.76771,106.73854,available,2025-12-26 22:25:56
278,10.87035,106.77047,no_available,2025-12-26 22:25:56
279,10.89083,106.72536,no_available,2025-12-26 22:25:56
280,10.87448,106.60718,available,2025-12-26 22:25:56
281,10.74695,106.73688,on_trip,2025-12-26 22:25:56
282,10.89949,106.74935,no_available,2025-12-26 22:25:56
283,10.89567,106.75207,available,2025-12-26 22:25:56
284,10.78874,106.7388,available,2025-12-26 22:25:56
285,10.7092,106.75923,on_trip,2025-12-26 22:25:56
286,10.77169,106.68614,offline,2025-12-26 22:25:56
287,10.80623,106.71319,offline,2025-12-26 22:25:56
288,10.734,106.61579,no_available,2025-12-26 22:25:56
289,10.82394,106.64817,offline,2025-12-26 22:25:56
290,10.74644,106.72758,no_available,2025-12-26 22:25:56
291,10.75107,106.60188,no_available,2025-12-26 22:25:56
292,10.88024,106.73552,offline,2025-12-26 22:25:56
293,10.71477,106.78905,on_trip,2025-12-26 22:25:56
294,10.82779,106.68486,on_trip,2025-12-26 22:25:56
295,10.79137,106.66042,no_available,2025-12-26 22:25:56
296,10.87067,106.62133,no_available,2025-12-26 22:25:56
297,10.81438,106.71496,on_trip,2025-12-26 22:25:56
298,10.70439,106.76601,no_available,2025-12-26 22:25:56
299,10.7549,106.71319,available,2025-12-26 22:25:56
300,10.88212,106.74903,on_trip,2025-12-26 22:25:56
301,10.85515,106.64602,on_trip,2025-12-26 22:25:56
302,10.7438,106.63803,on_trip,2025-12-26 22:25:56
303,10.83555,106.74419,offline,2025-12-26 22:25:56
304,10.82565,106.78068,available,2025-12-26 22:25:56
305,10.76179,106.68816,on_trip,2025-12-26 22:25:56
306,10.84647,106.61803,on_trip,2025-12-26 22:25:56
307,10.76534,106.6831,offline,2025-12-26 22:25:56
308,10.72643,106.70788,on_trip,2025-12-26 22:25:56
309,10.80617,106.7827,offline,2025-12-26 22:25:56
310,10.75139,106.76494,no_available,2025-12-26 22:25:56
311,10.89348,106.65903,on_trip,2025-12-26 22:25:56
312,10.86085,106.69367,available,2025-12-26 22:25:56
313,10.72815,106.7933,no_available,2025-12-26 22:25:56
314,10.89345,106.76092,on_trip,2025-12-26 22:25:56
315,10.71806,106.67891,on_trip,2025-12-26 22:25:56
316,10.80731,106.69096,on_trip,2025-12-26 22:25:56
317,10.81691,106.76448,on_trip,2025-12-26 22:25:56
318,10.72167,106.64676,available,2025-12-26 22:25:56
319,10.82391,106.78863,on_trip,2025-12-26 22:25:56
320,10.88305,106.64427,available,2025-12-26 22:25:56
321,10.82708,106.69285,on_trip,2025-12-26 22:25:56
322,10.82985,106.62334,available,2025-12-26 22:25:56
323,10.88925,106.66087,no_available,2025-12-26 22:25:56
324,10.72322,106.64696,offline,2025-12-26 22:25:56
325,10.77773,106.6742,no_available,2025-12-26 22:25:56
326,10.81747,106.74532,no_available,2025-12-26 22:25:56
327,10.83098,106.76674,no_available,2025-12-26 22:25:56
328,10.88781,106.65595,on_trip,2025-12-26 22:25:56
329,10.74345,106.68894,offline,2025-12-26 22:25:56
330,10.87109,106.61987,on_trip,2025-12-26 22:25:56
331,10.80889,106.79557,on_trip,2025-12-26 22:25:56
332,10.71211,106.65518,available,2025-12-26 22:25:56
333,10.8898,106.76484,available,2025-12-26 22:25:56
334,10.83255,106.72834,available,2025-12-26 22:25:56
335,10.71012,106.6667,offline,2025-12-26 22:25:56
336,10.8574,106.64104,offline,2025-12-26 22:25:56
337,10.81728,106.76261,offline,2025-12-26 22:25:56
338,10.76571,106.62951,available,2025-12-26 22:25:56
339,10.75545,106.79681,offline,2025-12-26 22:25:56
340,10.80804,106.7597,available,2025-12-26 22:25:56
341,10.83221,106.60516,available,2025-12-26 22:25:56
342,10.77165,106.75769,on_trip,2025-12-26 22:25:56
343,10.70316,106.65307,offline,2025-12-26 22:25:56
344,10.84834,106.70522,available,2025-12-26 22:25:56
345,10.79525,106.7556,available,2025-12-26 22:25:56
346,10.7904,106.64431,available,2025-12-26 22:25:56
347,10.84545,106.78175,on_trip,2025-12-26 22:25:56
348,10.79161,106.79281,available,2025-12-26 22:25:56
349,10.89972,106.76946,no_available,2025-12-26 22:25:56
350,10.83722,106.69805,no_available,2025-12-26 22:25:56
351,10.7147,106.61616,offline,2025-12-26 22:25:56
352,10.71314,106.655,on_trip,2025-12-26 22:25:56
353,10.77618,106.71948,on_trip,2025-12-26 22:25:56
354,10.79074,106.72109,available,2025-12-26 22:25:56
355,10.85862,106.62288,offline,2025-12-26 22:25:56
356,10.78601,106.77762,no_available,2025-12-26 22:25:56
357,10.76779,106.6907,no_available,2025-12-26 22:25:56
358,10.84592,106.66251,on_trip,2025-12-26 22:25:56
359,10.83302,106.67486,offline,2025-12-26 22:25:56
360,10.83736,106.69485,available,2025-12-26 22:25:56
361,10.86635,106.61865,available,2025-12-26 22:25:56
362,10.84892,106.67453,offline,2025-12-26 22:25:56
363,10.81127,106.71729,on_trip,2025-12-26 22:25:56
364,10.834,106.68216,no_available,2025-12-26 22:25:56
365,10.87362,106.74421,on_trip,2025-12-26 22:25:56
366,10.82008,106.67033,offline,2025-12-26 22:25:56
367,10.73095,106.69644,available,2025-12-26 22:25:56
368,10.77002,106.71125,available,2025-12-26 22:25:56
369,10.85252,106.71482,no_available,2025-12-26 22:25:56
370,10.86903,106.79491,available,2025-12-26 22:25:56
371,10.8218,106.73157,on_trip,2025-12-26 22:25:56
372,10.70579,106.65465,on_trip,2025-12-26 22:25:56
373,10.88431,106.6702,offline,2025-12-26 22:25:56
374,10.87397,106.71326,no_available,2025-12-26 22:25:56
375,10.71392,106.74819,available,2025-12-26 22:25:56
376,10.71835,106.7061,no_available,2025-12-26 22:25:56
377,10.78397,106.66818,on_trip,2025-12-26 22:25:56
378,10.76233,106.66488,available,2025-12-26 22:25:56
379,10.87667,106.63112,available,2025-12-26 22:25:56
380,10.83479,106.65442,no_available,2025-12-26 22:25:56
381,10.79713,106.68841,on_trip,2025-12-26 22:25:56
382,10.74311,106.70247,on_trip,2025-12-26 22:25:56
383,10.78598,106.65665,no_available,2025-12-26 22:25:56
384,10.80539,106.66168,offline,2025-12-26 22:25:56
385,10.77905,106.71986,available,2025-12-26 22:25:56
386,10.74088,106.78906,offline,2025-12-26 22:25:56
387,10.85283,106.65789,available,2025-12-26 22:25:56
388,10.70155,106.7494,offline,2025-12-26 22:25:56
389,10.72584,106.70652,offline,2025-12-26 22:25:56
390,10.80005,106.76667,on_trip,2025-12-26 22:25:56
391,10.71442,106.77235,available,2025-12-26 22:25:56
392,10.78724,106.69195,available,2025-12-26 22:25:56
393,10.87242,106.71515,no_available,2025-12-26 22:25:56
394,10.8419,106.68354,available,2025-12-26 22:25:56
395,10.78101,106.79324,offline,2025-12-26 22:25:56
396,10.86026,106.72363,on_trip,2025-12-26 22:25:56
397,10.71763,106.7689,offline,2025-12-26 22:25:56
398,10.78714,106.68009,available,2025-12-26 22:25:56
399,10.77915,106.66205,on_trip,2025-12-26 22:25:56
400,10.74431,106.75582,available,2025-12-26 22:25:56
401,10.8021,106.62281,offline,2025-12-26 22:25:56
402,10.88118,106.66988,offline,2025-12-26 22:25:56
403,10.74725,106.62929,offline,2025-12-26 22:25:56
404,10.7347,106.63057,available,2025-12-26 22:25:56
405,10.73543,106.75457,no_available,2025-12-26 22:25:56
406,10.79279,106.71275,no_available,2025-12-26 22:25:56
407,10.83623,106.77641,on_trip,2025-12-26 22:25:56
408,10.87285,106.72544,offline,2025-12-26 22:25:56
409,10.78795,106.69378,on_trip,2025-12-26 22:25:56
410,10.85927,106.71828,on_trip,2025-12-26 22:25:56
411,10.80147,106.66208,no_available,2025-12-26 22:25:56
412,10.70752,106.67375,on_trip,2025-12-26 22:25:56
413,10.71535,106.77285,available,2025-12-26 22:25:56
414,10.823,106.70141,no_available,2025-12-26 22:25:56
415,10.81607,106.79085,available,2025-12-26 22:25:56
416,10.78995,106.76196,offline,2025-12-26 22:25:56
417,10.76431,106.69513,offline,2025-12-26 22:25:56
418,10.89154,106.6901,on_trip,2025-12-26 22:25:56
419,10.89648,106.61687,offline,2025-12-26 22:25:56
420,10.70783,106.74152,no_available,2025-12-26 22:25:56
421,10.80481,106.72196,on_trip,2025-12-26 22:25:56
422,10.77457,106.65658,no_available,2025-12-26 22:25:56
423,10.85489,106.73578,available,2025-12-26 22:25:56
424,10.85785,106.72946,available,2025-12-26 22:25:56
425,10.76594,106.71159,no_available,2025-12-26 22:25:56
426,10.75683,106.74475,offline,2025-12-26 22:25:56
427,10.76667,106.71655,offline,2025-12-26 22:25:56
428,10.88335,106.66205,no_available,2025-12-26 22:25:56
429,10.72579,106.74177,available,2025-12-26 22:25:56
430,10.76192,106.67534,on_trip,2025-12-26 22:25:56
431,10.86264,106.73402,available,2025-12-26 22:25:56
432,10.8292,106.68468,on_trip,2025-12-26 22:25:56
433,10.70365,106.66177,offline,2025-12-26 22:25:56
434,10.76835,106.75323,offline,2025-12-26 22:25:56
435,10.74531,106.62751,available,2025-12-26 22:25:56
436,10.75916,106.75762,available,2025-12-26 22:25:56
437,10.83239,106.77528,offline,2025-12-26 22:25:56
438,10.81945,106.63085,offline,2025-12-26 22:25:56
439,10.86627,106.75422,offline,2025-12-26 22:25:56
440,10.84424,106.60874,on_trip,2025-12-26 22:25:56
441,10.83527,106.64751,no_available,2025-12-26 22:25:56
442,10.82212,106.75048,no_available,2025-12-26 22:25:56
443,10.7468,106.64783,no_available,2025-12-26 22:25:56
444,10.88079,106.6388,no_available,2025-12-26 22:25:56
445,10.79234,106.65635,no_available,2025-12-26 22:25:56
446,10.80058,106.68373,offline,2025-12-26 22:25:56
447,10.86338,106.76025,offline,2025-12-26 22:25:56
448,10.8746,106.61044,no_available,2025-12-26 22:25:56
449,10.87482,106.71091,available,2025-12-26 22:25:56
450,10.84228,106.70318,available,2025-12-26 22:25:56
451,10.75701,106.75262,on_trip,2025-12-26 22:25:56
452,10.78986,106.70267,no_available,2025-12-26 22:25:56
453,10.71834,106.7821,no_available,2025-12-26 22:25:56
454,10.87693,106.78609,no_available,2025-12-26 22:25:56
455,10.71065,106.7004,offline,2025-12-26 22:25:56
456,10.77723,106.61632,offline,2025-12-26 22:25:56
457,10.70564,106.78617,on_trip,2025-12-26 22:25:56
458,10.85828,106.62752,on_trip,2025-12-26 22:25:56
459,10.88348,106.69449,offline,2025-12-26 22:25:56
460,10.85177,106.69382,available,2025-12-26 22:25:56
461,10.88117,106.6038,offline,2025-12-26 22:25:56
462,10.86699,106.70976,no_available,2025-12-26 22:25:56
463,10.72224,106.65762,on_trip,2025-12-26 22:25:56
464,10.72437,106.64769,no_available,2025-12-26 22:25:56
465,10.71256,106.76734,no_available,2025-12-26 22:25:56
466,10.81935,106.60329,offline,2025-12-26 22:25:56
467,10.84371,106.65825,available,2025-12-26 22:25:56
468,10.82296,106.64811,no_available,2025-12-26 22:25:56
469,10.73746,106.73364,on_trip,2025-12-26 22:25:56
470,10.71354,106.70521,available,2025-12-26 22:25:56
471,10.77809,106.69403,no_available,2025-12-26 22:25:56
472,10.89621,106.65073,available,2025-12-26 22:25:56
473,10.77142,106.61351,offline,2025-12-26 22:25:56
474,10.84659,106.72565,on_trip,2025-12-26 22:25:56
475,10.72668,106.67046,on_trip,2025-12-26 22:25:56
476,10.8627,106.63502,no_available,2025-12-26 22:25:56
477,10.89616,106.69571,offline,2025-12-26 22:25:56
478,10.8623,106.61262,no_available,2025-12-26 22:25:56
479,10.7074,106.64032,offline,2025-12-26 22:25:56
480,10.87716,106.66312,on_trip,2025-12-26 22:25:56
481,10.80308,106.79782,no_available,2025-12-26 22:25:56
482,10.75066,106.75066,offline,2025-12-26 22:25:56
483,10.75722,106.77243,available,2025-12-26 22:25:56
484,10.87316,106.66638,available,2025-12-26 22:25:56
485,10.85987,106.68739,no_available,2025-12-26 22:25:56
486,10.84866,106.77893,no_available,2025-12-26 22:25:56
487,10.76781,106.63736,no_available,2025-12-26 22:25:56
488,10.77347,106.75946,on_trip,2025-12-26 22:25:56
