user_id,user_lat,user_lng,user_status,timestamp
51,10.75909,106.63714,idle,2025-12-26 22:25:56
52,10.74052,106.62335,idle,2025-12-26 22:25:56
53,10.894,106.73591,requesting,2025-12-26 22:25:56
54,10.81071,106.66622,requesting,2025-12-26 22:25:56
55,10.75035,106.6731,requesting,2025-12-26 22:25:56
56,10.80216,106.69435,requesting,2025-12-26 22:25:56
57,10.8974,106.68828,idle,2025-12-26 22:25:56
58,10.78703,106.78302,requesting,2025-12-26 22:25:56
59,10.80646,106.70807,idle,2025-12-26 22:25:56
60,10.75985,106.74135,idle,2025-12-26 22:25:56
61,10.71581,106.73303,requesting,2025-12-26 22:25:56
62,10.82515,106.66268,requesting,2025-12-26 22:25:56
63,10.8368,106.76431,idle,2025-12-26 22:25:56
64,10.81109,106.72084,requesting,2025-12-26 22:25:56
65,10.77428,106.75001,requesting,2025-12-26 22:25:56
66,10.77923,106.61906,requesting,2025-12-26 22:25:56
67,10.79615,106.65911,requesting,2025-12-26 22:25:56
68,10.75138,106.79094,requesting,2025-12-26 22:25:56
69,10.70076,106.76381,requesting,2025-12-26 22:25:56
70,10.86105,106.61632,idle,2025-12-26 22:25:56
71,10.77109,106.71818,idle,2025-12-26 22:25:56
72,10.88627,106.67051,idle,2025-12-26 22:25:56
73,10.76238,106.78631,requesting,2025-12-26 22:25:56
74,10.71383,106.75914,idle,2025-12-26 22:25:56
75,10.71934,106.6245,idle,2025-12-26 22:25:56
76,10.74536,106.76374,idle,2025-12-26 22:25:56
77,10.8571,106.78657,requesting,2025-12-26 22:25:56
78,10.82444,106.7684,idle,2025-12-26 22:25:56
79,10.7057,106.60503,requesting,2025-12-26 22:25:56
80,10.84926,106.75836,idle,2025-12-26 22:25:56
81,10.74526,106.66031,idle,2025-12-26 22:25:56
82,10.77286,106.74229,idle,2025-12-26 22:25:56
83,10.86274,106.74339,requesting,2025-12-26 22:25:56
84,10.84673,106.7047,requesting,2025-12-26 22:25:56
85,10.86757,106.69523,idle,2025-12-26 22:25:56
86,10.71074,106.74211,requesting,2025-12-26 22:25:56
87,10.72312,106.71454,requesting,2025-12-26 22:25:56
88,10.79983,106.65103,idle,2025-12-26 22:25:56
89,10.78742,106.78366,requesting,2025-12-26 22:25:56
90,10.79821,106.65769,requesting,2025-12-26 22:25:56
91,10.89052,106.64213,requesting,2025-12-26 22:25:56
92,10.73204,106.63724,idle,2025-12-26 22:25:56
93,10.75281,106.60819,idle,2025-12-26 22:25:56
94,10.70276,106.69009,requesting,2025-12-26 22:25:56
95,10.89611,106.74637,requesting,2025-12-26 22:25:56
96,10.85951,106.71112,idle,2025-12-26 22:25:56
97,10.79197,106.74461,idle,2025-12-26 22:25:56
98,10.75117,106.69181,requesting,2025-12-26 22:25:56
99,10.78054,106.68223,idle,2025-12-26 22:25:56
100,10.78044,106.60075,idle,2025-12-26 22:25:56
101,10.77553,106.74341,requesting,2025-12-26 22:25:56
102,10.87096,106.70992,requesting,2025-12-26 22:25:56
103,10.72403,106.79341,requesting,2025-12-26 22:25:56
104,10.72418,106.7658,requesting,2025-12-26 22:25:56
105,10.87174,106.70069,requesting,2025-12-26 22:25:56
106,10.79615,106.75803,idle,2025-12-26 22:25:56
107,10.72673,106.65229,requesting,2025-12-26 22:25:56
108,10.81974,106.63951,requesting,2025-12-26 22:25:56
109,10.88126,106.74438,idle,2025-12-26 22:25:56
110,10.82877,106.79966,idle,2025-12-26 22:25:56
111,10.81398,106.73245,requesting,2025-12-26 22:25:56
112,10.88003,106.68018,idle,2025-12-26 22:25:56
113,10.70649,106.65463,idle,2025-12-26 22:25:56
114,10.89771,106.6189,requesting,2025-12-26 22:25:56
115,10.75047,106.78283,requesting,2025-12-26 22:25:56
116,10.8997,106.70421,idle,2025-12-26 22:25:56
117,10.81566,106.79993,requesting,2025-12-26 22:25:56
118,10.72249,106.70417,idle,2025-12-26 22:25:56
119,10.89629,106.75967,idle,2025-12-26 22:25:56
120,10.71962,106.79337,requesting,2025-12-26 22:25:56
121,10.72367,106.77458,requesting,2025-12-26 22:25:56
122,10.79354,106.73644,idle,2025-12-26 22:25:56
123,10.85143,106.6038,requesting,2025-12-26 22:25:56
124,10.85786,106.65048,requesting,2025-12-26 22:25:56
125,10.71663,106.68215,idle,2025-12-26 22:25:56
126,10.81588,106.78514,idle,2025-12-26 22:25:56
127,10.81454,106.6516,requesting,2025-12-26 22:25:56
128,10.82453,106.69993,requesting,2025-12-26 22:25:56
129,10.88428,106.64171,idle,2025-12-26 22:25:56
130,10.73868,106.73787,idle,2025-12-26 22:25:56
131,10.81524,106.63545,idle,2025-12-26 22:25:56
132,10.79224,106.70393,idle,2025-12-26 22:25:56
133,10.79762,106.71359,idle,2025-12-26 22:25:56
134,10.85766,106.68503,requesting,2025-12-26 22:25:56
135,10.86669,106.66172,idle,2025-12-26 22:25:56
136,10.75137,106.71912,idle,2025-12-26 22:25:56
137,10.74401,106.76281,requesting,2025-12-26 22:25:56
138,10.89199,106.73047,idle,2025-12-26 22:25:56
139,10.73583,106.75732,requesting,2025-12-26 22:25:56
140,10.7384,106.72156,requesting,2025-12-26 22:25:56
141,10.83592,106.698,idle,2025-12-26 22:25:56
142,10.723,106.77318,requesting,2025-12-26 22:25:56
143,10.7188,106.6164,requesting,2025-12-26 22:25:56
144,10.76686,106.70514,requesting,2025-12-26 22:25:56
145,10.76156,106.63669,requesting,2025-12-26 22:25:56
146,10.78254,106.65022,requesting,2025-12-26 22:25:56
147,10.85163,106.65231,requesting,2025-12-26 22:25:56
148,10.71741,106.7728,idle,2025-12-26 22:25:56
149,10.71945,106.78675,idle,2025-12-26 22:25:56
150,10.8651,106.74081,requesting,2025-12-26 22:25:56
151,10.76237,106.72577,requesting,2025-12-26 22:25:56
152,10.76853,106.78115,requesting,2025-12-26 22:25:56
153,10.80606,106.78443,idle,2025-12-26 22:25:56
154,10.79084,106.78772,idle,2025-12-26 22:25:56
155,10.79236,106.64623,idle,2025-12-26 22:25:56
156,10.7363,106.60731,idle,2025-12-26 22:25:56
157,10.72363,106.76019,requesting,2025-12-26 22:25:56
158,10.79161,106.68647,requesting,2025-12-26 22:25:56
159,10.83493,106.61143,idle,2025-12-26 22:25:56
160,10.81352,106.68777,requesting,2025-12-26 22:25:56
161,10.87916,106.78223,idle,2025-12-26 22:25:56
162,10.72071,106.76885,idle,2025-12-26 22:25:56
163,10.77238,106.7364,requesting,2025-12-26 22:25:56
164,10.73139,106.77529,idle,2025-12-26 22:25:56
165,10.70142,106.62313,idle,2025-12-26 22:25:56
166,10.76165,106.72372,idle,2025-12-26 22:25:56
167,10.83519,106.64112,requesting,2025-12-26 22:25:56
168,10.84603,106.77001,requesting,2025-12-26 22:25:56
169,10.86343,106.71725,idle,2025-12-26 22:25:56
170,10.78126,106.71036,idle,2025-12-26 22:25:56
171,10.85086,106.60699,idle,2025-12-26 22:25:56
172,10.83471,106.69486,idle,2025-12-26 22:25:56
173,10.80019,106.79726,idle,2025-12-26 22:25:56
174,10.8724,106.76357,idle,2025-12-26 22:25:56
175,10.86586,106.78978,requesting,2025-12-26 22:25:56
176,10.89857,106.68214,idle,2025-12-26 22:25:56
177,10.87674,106.61021,idle,2025-12-26 22:25:56
178,10.74015,106.698,idle,2025-12-26 22:25:56
179,10.83157,106.777,idle,2025-12-26 22:25:56
180,10.81891,106.7617,idle,2025-12-26 22:25:56
181,10.84707,106.70365,idle,2025-12-26 22:25:56
182,10.777,106.65186,idle,2025-12-26 22:25:56
183,10.89449,106.74892,idle,2025-12-26 22:25:56
184,10.77072,106.72567,requesting,2025-12-26 22:25:56
185,10.75502,106.68867,idle,2025-12-26 22:25:56
186,10.87271,106.72955,requesting,2025-12-26 22:25:56
187,10.75064,106.75493,requesting,2025-12-26 22:25:56
188,10.78854,106.63393,requesting,2025-12-26 22:25:56
189,10.81183,106.65458,idle,2025-12-26 22:25:56
190,10.76296,106.6454,idle,2025-12-26 22:25:56
191,10.76655,106.6054,idle,2025-12-26 22:25:56
192,10.86095,106.66988,requesting,2025-12-26 22:25:56
193,10.85457,106.69641,requesting,2025-12-26 22:25:56
194,10.77492,106.70642,requesting,2025-12-26 22:25:56
195,10.84588,106.67437,idle,2025-12-26 22:25:56
196,10.81607,106.63731,requesting,2025-12-26 22:25:56
197,10.74953,106.72017,idle,2025-12-26 22:25:56
198,10.8952,106.70497,idle,2025-12-26 22:25:56
199,10.86228,106.60584,requesting,2025-12-26 22:25:56
200,10.79172,106.61107,idle,2025-12-26 22:25:56
201,10.71747,106.60026,idle,2025-12-26 22:25:56
202,10.74368,106.76216,idle,2025-12-26 22:25:56
203,10.86769,106.66285,requesting,2025-12-26 22:25:56
204,10.86043,106.7759,idle,2025-12-26 22:25:56
205,10.77219,106.64609,idle,2025-12-26 22:25:56
206,10.82633,106.68638,requesting,2025-12-26 22:25:56
207,10.87817,106.78491,idle,2025-12-26 22:25:56
208,10.75623,106.68541,idle,2025-12-26 22:25:56
209,10.87275,106.74911,requesting,2025-12-26 22:25:56
210,10.74368,106.77142,requesting,2025-12-26 22:25:56
211,10.88069,106.63931,idle,2025-12-26 22:25:56
212,10.75289,106.66713,requesting,2025-12-26 22:25:56
213,10.85651,106.74174,idle,2025-12-26 22:25:56
214,10.86363,106.61396,requesting,2025-12-26 22:25:56
215,10.70423,106.72566,idle,2025-12-26 22:25:56
216,10.70898,106.76084,requesting,2025-12-26 22:25:56
217,10.83641,106.71926,requesting,2025-12-26 22:25:56
218,10.77835,106.79535,idle,2025-12-26 22:25:56
219,10.81838,106.6923,idle,2025-12-26 22:25:56
220,10.74044,106.63926,requesting,2025-12-26 22:25:56
221,10.87261,106.60435,requesting,2025-12-26 22:25:56
222,10.75272,106.64299,idle,2025-12-26 22:25:56
223,10.78944,106.73106,idle,2025-12-26 22:25:56
224,10.84116,106.69461,requesting,2025-12-26 22:25:56
225,10.871,106.60459,idle,2025-12-26 22:25:56
226,10.83374,106.75371,requesting,2025-12-26 22:25:56
227,10.78198,106.63715,idle,2025-12-26 22:25:56
228,10.7058,106.6807,idle,2025-12-26 22:25:56
229,10.76682,106.75124,requesting,2025-12-26 22:25:56
230,10.79618,106.7273,requesting,2025-12-26 22:25:56
231,10.88829,106.71994,requesting,2025-12-26 22:25:56
232,10.87661,106.67983,requesting,2025-12-26 22:25:56
233,10.87254,106.714,requesting,2025-12-26 22:25:56
234,10.73752,106.69234,idle,2025-12-26 22:25:56
235,10.81964,106.71765,idle,2025-12-26 22:25:56
236,10.89199,106.62049,requesting,2025-12-26 22:25:56
237,10.88185,106.64969,idle,2025-12-26 22:25:56
238,10.88703,106.68918,idle,2025-12-26 22:25:56
239,10.88333,106.701,requesting,2025-12-26 22:25:56
240,10.79786,106.61323,requesting,2025-12-26 22:25:56
241,10.82559,106.75077,idle,2025-12-26 22:25:56
242,10.72382,106.60599,idle,2025-12-26 22:25:56
243,10.75347,106.69919,idle,2025-12-26 22:25:56
244,10.80554,106.75227,idle,2025-12-26 22:25:56
245,10.78827,106.74615,requesting,2025-12-26 22:25:56
246,10.86111,106.6456,idle,2025-12-26 22:25:56
247,10.79249,106.68657,idle,2025-12-26 22:25:56
248,10.83199,106.73802,requesting,2025-12-26 22:25:56
249,10.8736,106.77553,requesting,2025-12-26 22:25:56
250,10.79584,106.70281,requesting,2025-12-26 22:25:56
251,10.73783,106.77337,requesting,2025-12-26 22:25:56
252,10.85837,106.75718,idle,2025-12-26 22:25:56
253,10.74914,106.78964,idle,2025-12-26 22:25:56
254,10.79849,106.70385,idle,2025-12-26 22:25:56
255,10.88963,106.79877,requesting,2025-12-26 22:25:56
256,10.81017,106.7318,idle,2025-12-26 22:25:56
257,10.8993,106.71752,requesting,2025-12-26 22:25:56
258,10.73998,106.63724,requesting,2025-12-26 22:25:56
259,10.79223,106.77749,idle,2025-12-26 22:25:56
260,10.70102,106.74265,idle,2025-12-26 22:25:56
261,10.7309,106.72386,requesting,2025-12-26 22:25:56
262,10.72484,106.67232,requesting,2025-12-26 22:25:56
263,10.86668,106.72979,requesting,2025-12-26 22:25:56
264,10.82141,106.71962,idle,2025-12-26 22:25:56
265,10.77622,106.64379,requesting,2025-12-26 22:25:56
266,10.88205,106.67164,idle,2025-12-26 22:25:56
267,10.77052,106.79381,requesting,2025-12-26 22:25:56
268,10.70587,106.71945,requesting,2025-12-26 22:25:56
269,10.86065,106.65504,requesting,2025-12-26 22:25:56
270,10.86086,106.73652,requesting,2025-12-26 22:25:56
271,10.88488,106.60515,requesting,2025-12-26 22:25:56
272,10.87328,106.72559,idle,2025-12-26 22:25:56
273,10.743,106.71169,idle,2025-12-26 22:25:56
274,10.70088,106.65844,requesting,2025-12-26 22:25:56
275,10.71568,106.78947,requesting,2025-12-26 22:25:56
276,10.83996,106.75161,idle,2025-12-26 22:25:56
277,10.88666,106.62526,requesting,2025-12-26 22:25:56
278,10.76019,106.7749,requesting,2025-12-26 22:25:56
279,10.81332,106.78201,requesting,2025-12-26 22:25:56
280,10.88191,106.66932,idle,2025-12-26 22:25:56
281,10.84176,106.6435,idle,2025-12-26 22:25:56
282,10.78869,106.76491,idle,2025-12-26 22:25:56
283,10.877,106.71738,requesting,2025-12-26 22:25:56
284,10.75418,106.74334,idle,2025-12-26 22:25:56
285,10.74734,106.76597,idle,2025-12-26 22:25:56
286,10.8716,106.70716,idle,2025-12-26 22:25:56
287,10.72907,106.7357,requesting,2025-12-26 22:25:56
288,10.78732,106.6549,requesting,2025-12-26 22:25:56
289,10.81738,106.77361,requesting,2025-12-26 22:25:56
290,10.80089,106.63693,idle,2025-12-26 22:25:56
291,10.77303,106.69341,idle,2025-12-26 22:25:56
292,10.8548,106.75669,requesting,2025-12-26 22:25:56
293,10.76731,106.66769,requesting,2025-12-26 22:25:56
294,10.74874,106.78737,requesting,2025-12-26 22:25:56
295,10.81504,106.74559,idle,2025-12-26 22:25:56
296,10.86899,106.65236,idle,2025-12-26 22:25:56
297,10.77754,106.73504,idle,2025-12-26 22:25:56
298,10.70298,106.74172,idle,2025-12-26 22:25:56
299,10.8025,106.65634,requesting,2025-12-26 22:25:56
300,10.87696,106.76906,requesting,2025-12-26 22:25:56
301,10.80208,106.62725,idle,2025-12-26 22:25:56
302,10.75762,106.74237,requesting,2025-12-26 22:25:56
303,10.74747,106.66649,idle,2025-12-26 22:25:56
304,10.88656,106.68259,idle,2025-12-26 22:25:56
305,10.76933,106.67046,requesting,2025-12-26 22:25:56
306,10.77365,106.66653,requesting,2025-12-26 22:25:56
307,10.87176,106.70156,requesting,2025-12-26 22:25:56
308,10.83281,106.68933,idle,2025-12-26 22:25:56
309,10.76001,106.75353,idle,2025-12-26 22:25:56
310,10.82552,106.78675,idle,2025-12-26 22:25:56
311,10.77442,106.77478,idle,2025-12-26 22:25:56
312,10.75677,106.74161,requesting,2025-12-26 22:25:56
313,10.74337,106.68948,idle,2025-12-26 22:25:56
314,10.84733,106.76245,requesting,2025-12-26 22:25:56
315,10.79651,106.69399,requesting,2025-12-26 22:25:56
316,10.70341,106.61242,idle,2025-12-26 22:25:56
317,10.87483,106.77854,idle,2025-12-26 22:25:56
318,10.80948,106.66211,idle,2025-12-26 22:25:56
319,10.79237,106.65303,requesting,2025-12-26 22:25:56
320,10.78728,106.62651,idle,2025-12-26 22:25:56
321,10.85762,106.7318,idle,2025-12-26 22:25:56
322,10.72348,106.66598,requesting,2025-12-26 22:25:56
323,10.7687,106.60597,requesting,2025-12-26 22:25:56
324,10.8553,106.68619,idle,2025-12-26 22:25:56
325,10.82481,106.75825,idle,2025-12-26 22:25:56
326,10.76023,106.75645,requesting,2025-12-26 22:25:56
327,10.79816,106.73591,idle,2025-12-26 22:25:56
328,10.77209,106.76105,idle,2025-12-26 22:25:56
329,10.86341,106.78969,requesting,2025-12-26 22:25:56
330,10.75526,106.69929,requesting,2025-12-26 22:25:56
331,10.71118,106.65658,idle,2025-12-26 22:25:56
332,10.76728,106.64813,idle,2025-12-26 22:25:56
333,10.77064,106.7245,idle,2025-12-26 22:25:56
334,10.87755,106.67271,idle,2025-12-26 22:25:56
335,10.86028,106.79164,idle,2025-12-26 22:25:56
336,10.89842,106.79126,requesting,2025-12-26 22:25:56
337,10.74071,106.75887,idle,2025-12-26 22:25:56
338,10.83987,106.77213,idle,2025-12-26 22:25:56
339,10.78295,106.61079,idle,2025-12-26 22:25:56
340,10.85173,106.6603,requesting,2025-12-26 22:25:56
341,10.70599,106.68348,requesting,2025-12-26 22:25:56
342,10.75874,106.61589,requesting,2025-12-26 22:25:56
343,10.77411,106.66593,idle,2025-12-26 22:25:56
344,10.81183,106.75319,requesting,2025-12-26 22:25:56
345,10.82515,106.71582,requesting,2025-12-26 22:25:56
346,10.74461,106.7112,requesting,2025-12-26 22:25:56
347,10.85569,106.72321,requesting,2025-12-26 22:25:56
348,10.87407,106.73365,idle,2025-12-26 22:25:56
349,10.70721,106.71515,idle,2025-12-26 22:25:56
350,10.82925,106.60489,requesting,2025-12-26 22:25:56
351,10.70668,106.67436,requesting,2025-12-26 22:25:56
352,10.81944,106.61857,idle,2025-12-26 22:25:56
353,10.86824,106.63464,requesting,2025-12-26 22:25:56
354,10.78118,106.6097,requesting,2025-12-26 22:25:56
355,10.83719,106.74671,requesting,2025-12-26 22:25:56
356,10.88809,106.68669,idle,2025-12-26 22:25:56
357,10.81749,106.63699,requesting,2025-12-26 22:25:56
358,10.83314,106.77789,idle,2025-12-26 22:25:56
359,10.80375,106.78873,requesting,2025-12-26 22:25:56
360,10.81192,106.72299,idle,2025-12-26 22:25:56
361,10.75667,106.78783,requesting,2025-12-26 22:25:56
362,10.85054,106.68244,idle,2025-12-26 22:25:56
363,10.78646,106.64969,idle,2025-12-26 22:25:56
364,10.87614,106.76088,requesting,2025-12-26 22:25:56
365,10.80874,106.6598,requesting,2025-12-26 22:25:56
366,10.73712,106.63727,idle,2025-12-26 22:25:56
367,10.78699,106.69615,requesting,2025-12-26 22:25:56
368,10.84559,106.68261,idle,2025-12-26 22:25:56
369,10.86965,106.65153,requesting,2025-12-26 22:25:56
370,10.8533,106.753,idle,2025-12-26 22:25:56
371,10.81985,106.68682,requesting,2025-12-26 22:25:56
372,10.78847,106.75698,idle,2025-12-26 22:25:56
373,10.80366,106.73662,idle,2025-12-26 22:25:56
374,10.78873,106.77095,idle,2025-12-26 22:25:56
375,10.82188,106.63375,idle,2025-12-26 22:25:56
376,10.80529,106.73275,idle,2025-12-26 22:25:56
377,10.88645,106.65145,requesting,2025-12-26 22:25:56
378,10.89655,106.71381,idle,2025-12-26 22:25:56
379,10.74986,106.76207,idle,2025-12-26 22:25:56
380,10.86162,106.68068,requesting,2025-12-26 22:25:56
381,10.7392,106.65583,requesting,2025-12-26 22:25:56
382,10.82532,106.75845,requesting,2025-12-26 22:25:56
383,10.86938,106.78775,idle,2025-12-26 22:25:56
384,10.75365,106.79103,idle,2025-12-26 22:25:56
385,10.77809,106.73353,requesting,2025-12-26 22:25:56
386,10.89175,106.62435,requesting,2025-12-26 22:25:56
387,10.86796,106.71531,requesting,2025-12-26 22:25:56
388,10.7486,106.75442,requesting,2025-12-26 22:25:56
389,10.75326,106.71204,requesting,2025-12-26 22:25:56
390,10.73715,106.61049,idle,2025-12-26 22:25:56
391,10.74156,106.69719,idle,2025-12-26 22:25:56
392,10.71065,106.67736,requesting,2025-12-26 22:25:56
393,10.74075,106.68273,idle,2025-12-26 22:25:56
394,10.84137,106.79787,idle,2025-12-26 22:25:56
395,10.79915,106.64892,idle,2025-12-26 22:25:56
396,10.85744,106.66557,idle,2025-12-26 22:25:56
397,10.8373,106.78267,idle,2025-12-26 22:25:56
398,10.83516,106.68987,idle,2025-12-26 22:25:56
399,10.83035,106.73322,idle,2025-12-26 22:25:56
400,10.86513,106.69207,idle,2025-12-26 22:25:56
401,10.81232,106.60043,idle,2025-12-26 22:25:56
402,10.76746,106.76995,requesting,2025-12-26 22:25:56
403,10.88331,106.72744,idle,2025-12-26 22:25:56
404,10.83033,106.65223,idle,2025-12-26 22:25:56
405,10.88813,106.65279,idle,2025-12-26 22:25:56
406,10.8831,106.63312,requesting,2025-12-26 22:25:56
407,10.77353,106.62147,idle,2025-12-26 22:25:56
408,10.77103,106.77656,idle,2025-12-26 22:25:56
409,10.73551,106.61229,requesting,2025-12-26 22:25:56
410,10.71756,106.737,idle,2025-12-26 22:25:56
411,10.78862,106.69118,requesting,2025-12-26 22:25:56
412,10.87309,106.62746,requesting,2025-12-26 22:25:56
413,10.76516,106.72631,requesting,2025-12-26 22:25:56
414,10.81433,106.70554,requesting,2025-12-26 22:25:56
415,10.86089,106.68177,requesting,2025-12-26 22:25:56
416,10.74709,106.66332,idle,2025-12-26 22:25:56
417,10.70993,106.61752,idle,2025-12-26 22:25:56
418,10.89778,106.78249,requesting,2025-12-26 22:25:56
419,10.84191,106.70014,idle,2025-12-26 22:25:56
420,10.87981,106.68215,requesting,2025-12-26 22:25:56
421,10.73723,106.69799,requesting,2025-12-26 22:25:56
422,10.85588,106.62577,requesting,2025-12-26 22:25:56
423,10.80959,106.60031,requesting,2025-12-26 22:25:56
424,10.88402,106.7488,requesting,2025-12-26 22:25:56
425,10.84734,106.69821,requesting,2025-12-26 22:25:56
426,10.77273,106.62538,requesting,2025-12-26 22:25:56
427,10.80575,106.66991,idle,2025-12-26 22:25:56
428,10.81608,106.75332,idle,2025-12-26 22:25:56
429,10.82363,106.60419,requesting,2025-12-26 22:25:56
430,10.79462,106.74066,idle,2025-12-26 22:25:56
431,10.82328,106.68584,requesting,2025-12-26 22:25:56
432,10.86035,106.64311,requesting,2025-12-26 22:25:56
433,10.70895,106.78844,requesting,2025-12-26 22:25:56
434,10.8255,106.69583,idle,2025-12-26 22:25:56
435,10.7247,106.60803,requesting,2025-12-26 22:25:56
436,10.70217,106.75023,requesting,2025-12-26 22:25:56
437,10.72175,106.70995,idle,2025-12-26 22:25:56
438,10.7575,106.76072,requesting,2025-12-26 22:25:56
439,10.86462,106.62205,idle,2025-12-26 22:25:56
440,10.74784,106.76687,requesting,2025-12-26 22:25:56
441,10.75668,106.61654,requesting,2025-12-26 22:25:56
442,10.78869,106.64978,requesting,2025-12-26 22:25:56
443,10.73592,106.685,idle,2025-12-26 22:25:56
444,10.77963,106.60865,requesting,2025-12-26 22:25:56
445,10.74025,106.61729,idle,2025-12-26 22:25:56
446,10.8936,106.66795,requesting,2025-12-26 22:25:56
447,10.7837,106.62911,idle,2025-12-26 22:25:56
448,10.76517,106.66767,idle,2025-12-26 22:25:56
449,10.79138,106.62777,requesting,2025-12-26 22:25:56
450,10.83489,106.68104,idle,2025-12-26 22:25:56
451,10.84948,106.62879,idle,2025-12-26 22:25:56
452,10.72255,106.60154,idle,2025-12-26 22:25:56
453,10.88068,106.76909,idle,2025-12-26 22:25:56
454,10.80997,106.60833,requesting,2025-12-26 22:25:56
455,10.76384,106.79139,requesting,2025-12-26 22:25:56
456,10.89429,106.61665,requesting,2025-12-26 22:25:56
457,10.86988,106.69073,requesting,2025-12-26 22:25:56
458,10.86204,106.79437,idle,2025-12-26 22:25:56
459,10.85989,106.63752,requesting,2025-12-26 22:25:56
460,10.85205,106.78381,requesting,2025-12-26 22:25:56
461,10.82593,106.67412,idle,2025-12-26 22:25:56
462,10.84682,106.74017,requesting,2025-12-26 22:25:56
463,10.87417,106.68372,idle,2025-12-26 22:25:56
464,10.86354,106.77928,idle,2025-12-26 22:25:56
465,10.73767,106.77214,requesting,2025-12-26 22:25:56
466,10.70641,106.65428,idle,2025-12-26 22:25:56
467,10.83668,106.68245,idle,2025-12-26 22:25:56
468,10.82562,106.73682,requesting,2025-12-26 22:25:56
469,10.81471,106.62854,requesting,2025-12-26 22:25:56
470,10.76092,106.77124,requesting,2025-12-26 22:25:56
471,10.7646,106.66096,requesting,2025-12-26 22:25:56
472,10.85581,106.61971,requesting,2025-12-26 22:25:56
473,10.73807,106.67827,idle,2025-12-26 22:25:56
474,10.84468,106.64485,idle,2025-12-26 22:25:56
475,10.74062,106.64762,idle,2025-12-26 22:25:56
476,10.7964,106.75445,idle,2025-12-26 22:25:56
477,10.7387,106.74011,requesting,2025-12-26 22:25:56
478,10.70058,106.76393,idle,2025-12-26 22:25:56
479,10.7239,106.75421,idle,2025-12-26 22:25:56
480,10.74666,106.78582,requesting,2025-12-26 22:25:56
481,10.82796,106.62934,idle,2025-12-26 22:25:56
482,10.70214,106.79333,idle,2025-12-26 22:25:56
483,10.78817,106.62226,requesting,2025-12-26 22:25:56
484,10.7682,106.74001,requesting,2025-12-26 22:25:56
485,10.81036,106.73599,requesting,2025-12-26 22:25:56
486,10.87252,106.78409,idle,2025-12-26 22:25:56
487,10.71851,106.72839,idle,2025-12-26 22:25:56
488,10.77614,106.62169,idle,2025-12-26 22:25:56
489,10.82103,106.675,idle,2025-12-26 22:25:56
